District,KDG_District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
TUMAKURU,Tumakuru,39626.0,-20,LivestockCensus_2012_Sheep,31565,-20.34270428506536,-8061.0,0.39828758918806306,0.6017124108119369,0.385067322597589,0.614932677402411
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-20,LivestockCensus_2012_Sheep,3436,-12.100281401893067,-473.0,0.21211811884797666,0.7878818811520234,0.2146252097825947,0.7853747902174053
DAKSHINA KANNADA,Dakshina Kannada,0.0,-20,LivestockCensus_2012_Sheep,0,,0.0,0.02952242070725483,0.9704775792927451,0.033987983140525514,0.9660120168594745
UDUPI,Udupi,3623.0,-20,LivestockCensus_2012_Sheep,3622,-0.02760143527463428,-1.0,0.023733138899015675,0.9762668611009844,0.03135593220338982,0.9686440677966102
HASSAN,Hassan,521.0,-20,LivestockCensus_2012_Sheep,478,-8.253358925143955,-43.0,0.10607607242678335,0.8939239275732167,0.10407138373240069,0.8959286162675993
KODAGU,Kodagu,45.0,-20,LivestockCensus_2012_Sheep,44,-2.2222222222222223,-1.0,0.012424352898286549,0.9875756471017134,0.01347562251517054,0.9865243774848295
MANDYA,Mandya,1021.0,-20,LivestockCensus_2012_Sheep,730,-28.50146914789422,-291.0,0.14847685016405396,0.851523149835946,0.1507631602546857,0.8492368397453143
MYSURU,Mysuru,2170.0,-20,LivestockCensus_2012_Sheep,1908,-12.073732718894009,-262.0,0.006467371491068172,0.9935326285089319,0.004004125190565866,0.9959958748094342
CHAMARAJANAGAR,Chamarajanagara,8867.0,-20,LivestockCensus_2012_Sheep,7273,-17.976767790684562,-1594.0,0.09031474055170738,0.9096852594482926,0.08803993662750725,0.9119600633724927
BELAGAVI,Belagavi,39530.0,-20,LivestockCensus_2012_Sheep,36320,-8.12041487477865,-3210.0,0.2576536638716733,0.7423463361283267,0.29456730338086273,0.7054326966191373
VIJAYAPURA,Vijayapura,27528.0,-20,LivestockCensus_2012_Sheep,25928,-5.812263876780006,-1600.0,0.032545388261028096,0.967454611738972,0.06506681015155596,0.9349331898484441
BAGALKOT,Bagalkote,25444.0,-20,LivestockCensus_2012_Sheep,21006,-17.442226065084107,-4438.0,0.0819832300401021,0.9180167699598979,0.13275939377634294,0.8672406062236571
DHARAWAD,Dharwad,21178.0,-20,LivestockCensus_2012_Sheep,20518,-3.1164415903295875,-660.0,0.030200510390083868,0.9697994896099161,0.016823603264281284,0.9831763967357188
GADAG,Gadag,31332.0,-20,LivestockCensus_2012_Sheep,28217,-9.941912421805183,-3115.0,0.08125410134888805,0.9187458986511119,0.09886108869159715,0.9011389113084028
HAVERI,Haveri,18309.0,-20,LivestockCensus_2012_Sheep,17474,-4.560598612704134,-835.0,0.0189802614447164,0.9810197385552836,0.04364246640275693,0.9563575335972431
UTTARA KANNADA,Uttara Kannada,3825.0,-20,LivestockCensus_2012_Sheep,3813,-0.3137254901960784,-12.0,0.18596573095151295,0.8140342690484871,0.21205273069679853,0.7879472693032015
BALLARI,Ballari,22938.5,-20,LivestockCensus_2012_Sheep,18170,-20.788194520129913,-4768.5,0.11273787823550857,0.8872621217644914,0.15412326889324468,0.8458767311067553
BIDAR,Bidar,261.0,-20,LivestockCensus_2012_Sheep,243,-6.896551724137931,-18.0,0.04160408312067079,0.9583959168793292,0.050434938570531794,0.9495650614294682
KALABURAGI,Kalaburagi,3114.0,-20,LivestockCensus_2012_Sheep,3055,-1.8946692357096981,-59.0,0.24246931583424478,0.7575306841657552,0.26202732191432754,0.7379726780856725
YADGIRI,Yadgir,31435.0,-20,LivestockCensus_2012_Sheep,26822,-14.67472562430412,-4613.0,0.17841779074006564,0.8215822092599343,0.16252652975816811,0.8374734702418318
RAICHUR,Raichur,26958.0,-20,LivestockCensus_2012_Sheep,24298,-9.867200830922176,-2660.0,0.007400656215822088,0.9925993437841779,0.008203748542731537,0.9917962514572685
KOPPAL,Koppal,29982.0,-20,LivestockCensus_2012_Sheep,27277,-9.022079914615436,-2705.0,0.0592023332118119,0.9407976667881881,0.09514483006008428,0.9048551699399157
VIJAYANAGARA,Vijayanagara,22938.5,-20,LivestockCensus_2012_Sheep,18170,-20.788194520129913,-4768.5,0.12175841536031112,0.8782415846396889,0.1614922428481751,0.8385077571518249
